final_validated_wsi_id,public_wsi_pseudonym,patch_a,patch_b,iou,visual_fingerprint_similarity,lab_mean_delta,coordinate_relation,feature_relation,pair_relation,x_a,y_a,x2_a,y2_a,x_b,y_b,x2_b,y2_b
public_ndb_wsi_0000,public_ndb_wsi_0000,p0322,p1705,0.7245578314085253,0.9966559410095216,0.6064820247905413,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,856,223,1368,735,873,156,1385,668
public_ndb_wsi_0000,public_ndb_wsi_0000,p0322,p1706,0.0,0.995639979839325,10.862032350689107,spatially_distinct,feature_not_similar,spatially_distinct,856,223,1368,735,16,238,528,750
public_ndb_wsi_0000,public_ndb_wsi_0000,p0322,p1707,0.6154554838312098,0.9960572719573976,0.6445994841787035,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,856,223,1368,735,823,318,1335,830
public_ndb_wsi_0000,public_ndb_wsi_0000,p0322,p1708,0.0,0.9965497255325316,11.881404804596723,spatially_distinct,feature_not_similar,spatially_distinct,856,223,1368,735,30,143,542,655
public_ndb_wsi_0000,public_ndb_wsi_0000,p0322,p1709,0.0,0.99524188041687,7.372174362136953,spatially_distinct,feature_not_similar,spatially_distinct,856,223,1368,735,368,944,880,1456
public_ndb_wsi_0000,public_ndb_wsi_0000,p0322,p2861,0.0446314715633766,0.9956320524215698,5.607954881513198,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,856,223,1368,735,744,679,1256,1191
public_ndb_wsi_0000,public_ndb_wsi_0000,p0322,p3017,0.0035833511990444,0.9955731630325316,7.533288838701736,spatially_overlapping,feature_not_similar,spatially_overlapping,856,223,1368,735,392,696,904,1208
public_ndb_wsi_0000,public_ndb_wsi_0000,p0322,p3018,0.0,0.9952273368835448,7.115814770541186,spatially_distinct,feature_not_similar,spatially_distinct,856,223,1368,735,186,851,698,1363
public_ndb_wsi_0000,public_ndb_wsi_0000,p0322,p3188,0.0,0.9922653436660768,6.3934665387740015,spatially_distinct,feature_not_similar,spatially_distinct,856,223,1368,735,1419,786,1931,1298
public_ndb_wsi_0000,public_ndb_wsi_0000,p0322,p3189,0.3920579457714243,0.9953073263168336,4.85315642852129,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,856,223,1368,735,1023,307,1535,819
public_ndb_wsi_0000,public_ndb_wsi_0000,p0322,p3190,0.0,0.9942986965179444,3.8825171931503224,spatially_distinct,feature_not_similar,spatially_distinct,856,223,1368,735,687,933,1199,1445
public_ndb_wsi_0000,public_ndb_wsi_0000,p0322,p3191,0.0,0.9952266216278076,6.30755118256496,spatially_distinct,feature_not_similar,spatially_distinct,856,223,1368,735,780,762,1292,1274
public_ndb_wsi_0000,public_ndb_wsi_0000,p0322,p3466,0.2895742069416739,0.9941287040710448,2.6856333769337715,spatially_overlapping,feature_not_similar,spatially_overlapping,856,223,1368,735,987,20,1499,532
public_ndb_wsi_0000,public_ndb_wsi_0000,p0322,p3467,0.0,0.9951564073562622,4.411886194751575,spatially_distinct,feature_similar,feature_similar_without_spatial_overlap,856,223,1368,735,476,930,988,1442
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p0324,0.2058807293870866,0.9940332174301147,5.481988552669338,spatially_overlapping,feature_not_similar,spatially_overlapping,1143,625,1655,1137,1387,447,1899,959
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p0325,0.0326036861821347,0.977567732334137,28.392846803038015,spatially_overlapping,feature_not_similar,spatially_overlapping,1143,625,1655,1137,1477,206,1989,718
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p0326,0.3989556289040507,0.9960976243019104,1.2894903304600716,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,1143,625,1655,1137,964,562,1476,1074
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p1705,0.0202497849700904,0.9958723187446594,6.632338251820059,spatially_overlapping,feature_not_similar,spatially_overlapping,1143,625,1655,1137,873,156,1385,668
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p1706,0.0,0.9957921504974364,17.58135877794005,spatially_distinct,feature_not_similar,spatially_distinct,1143,625,1655,1137,16,238,528,750
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p1707,0.0811666886630592,0.9956516027450562,6.380739892983126,spatially_overlapping,feature_not_similar,spatially_overlapping,1143,625,1655,1137,823,318,1335,830
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p1708,0.0,0.9959783554077148,18.64472645647229,spatially_distinct,feature_not_similar,spatially_distinct,1143,625,1655,1137,30,143,542,655
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p1709,0.0,0.9945120811462402,13.17400107350011,spatially_distinct,feature_not_similar,spatially_distinct,1143,625,1655,1137,368,944,880,1456
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p2861,0.1095243940118594,0.994554042816162,1.8907993613188097,spatially_overlapping,feature_not_similar,spatially_overlapping,1143,625,1655,1137,744,679,1256,1191
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p3017,0.0,0.9951378703117372,13.59073528733948,spatially_distinct,feature_not_similar,spatially_distinct,1143,625,1655,1137,392,696,904,1208
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p3018,0.0,0.9954875707626344,13.368240534743345,spatially_distinct,feature_not_similar,spatially_distinct,1143,625,1655,1137,186,851,698,1363
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p3188,0.1876444098112592,0.9941275715827942,9.656967565861317,spatially_overlapping,feature_not_similar,spatially_overlapping,1143,625,1655,1137,1419,786,1931,1298
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p3189,0.1696591111904337,0.9947693347930908,2.565722603513626,spatially_overlapping,feature_not_similar,spatially_overlapping,1143,625,1655,1137,1023,307,1535,819
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p3190,0.0222749110875397,0.9949946999549866,7.496925334393467,spatially_overlapping,feature_not_similar,spatially_overlapping,1143,625,1655,1137,687,933,1199,1445
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p3191,0.1192857585079833,0.995120108127594,1.5090886667204664,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,1143,625,1655,1137,780,762,1292,1274
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p3466,0.0,0.9953699111938475,5.0478622229982655,spatially_distinct,feature_similar,feature_similar_without_spatial_overlap,1143,625,1655,1137,987,20,1499,532
public_ndb_wsi_0000,public_ndb_wsi_0000,p0323,p3467,0.0,0.9949262142181396,9.560154629819936,spatially_distinct,feature_not_similar,spatially_distinct,1143,625,1655,1137,476,930,988,1442
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p0325,0.2789820601767148,0.982129693031311,22.926643735042504,spatially_overlapping,feature_not_similar,spatially_overlapping,1387,447,1899,959,1477,206,1989,718
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p0326,0.0722622736243621,0.9940316677093506,6.392305266629645,spatially_overlapping,feature_not_similar,spatially_overlapping,1387,447,1899,959,964,562,1476,1074
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p1705,0.0,0.9912601113319396,3.851071035407592,spatially_distinct,feature_not_similar,spatially_distinct,1387,447,1899,959,873,156,1385,668
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p1706,0.0,0.994146466255188,12.697143947936608,spatially_distinct,feature_not_similar,spatially_distinct,1387,447,1899,959,16,238,528,750
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p1707,0.0,0.9918625354766846,3.3809899885150454,spatially_distinct,feature_not_similar,spatially_distinct,1387,447,1899,959,823,318,1335,830
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p1708,0.0,0.9945199489593506,13.875557047086437,spatially_distinct,feature_not_similar,spatially_distinct,1387,447,1899,959,30,143,542,655
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p1709,0.0,0.992966890335083,7.84974129434427,spatially_distinct,feature_not_similar,spatially_distinct,1387,447,1899,959,368,944,880,1456
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p2861,0.0,0.9914563298225404,4.726163538671462,spatially_distinct,feature_not_similar,spatially_distinct,1387,447,1899,959,744,679,1256,1191
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p3017,0.0,0.9932926893234252,8.424961049982281,spatially_distinct,feature_not_similar,spatially_distinct,1387,447,1899,959,392,696,904,1208
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p3018,0.0,0.9921688437461852,8.175348503690396,spatially_distinct,feature_not_similar,spatially_distinct,1387,447,1899,959,186,851,698,1363
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p3188,0.1881934875625498,0.9936021566390992,4.375577783443437,spatially_overlapping,feature_not_similar,spatially_overlapping,1387,447,1899,959,1419,786,1931,1298
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p3189,0.1173321512599311,0.9928109049797058,4.804447609694047,spatially_overlapping,feature_not_similar,spatially_overlapping,1387,447,1899,959,1023,307,1535,819
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p3190,0.0,0.9912754893302916,2.707047615126624,spatially_distinct,feature_not_similar,spatially_distinct,1387,447,1899,959,687,933,1199,1445
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p3191,0.0,0.9922303557395936,5.182331117311595,spatially_distinct,feature_not_similar,spatially_distinct,1387,447,1899,959,780,762,1292,1274
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p3466,0.018493768066391,0.9940401911735536,4.135075127839182,spatially_overlapping,feature_not_similar,spatially_overlapping,1387,447,1899,959,987,20,1499,532
public_ndb_wsi_0000,public_ndb_wsi_0000,p0324,p3467,0.0,0.9917582273483276,4.4049603770027135,spatially_distinct,feature_not_similar,spatially_distinct,1387,447,1899,959,476,930,988,1442
public_ndb_wsi_0000,public_ndb_wsi_0000,p0325,p0326,0.0,0.9772299528121948,29.245117409762265,spatially_distinct,feature_not_similar,spatially_distinct,1477,206,1989,718,964,562,1476,1074
public_ndb_wsi_0000,public_ndb_wsi_0000,p0325,p1705,0.0,0.973704993724823,23.382213232652116,spatially_distinct,feature_not_similar,spatially_distinct,1477,206,1989,718,873,156,1385,668
public_ndb_wsi_0000,public_ndb_wsi_0000,p0325,p1706,0.0,0.9841460585594176,14.186841494097187,spatially_distinct,feature_not_similar,spatially_distinct,1477,206,1989,718,16,238,528,750
public_ndb_wsi_0000,public_ndb_wsi_0000,p0325,p1707,0.0,0.9784294366836548,23.232832553358563,spatially_distinct,feature_not_similar,spatially_distinct,1477,206,1989,718,823,318,1335,830
public_ndb_wsi_0000,public_ndb_wsi_0000,p0325,p1708,0.0,0.9823812246322632,14.330834911173072,spatially_distinct,feature_not_similar,spatially_distinct,1477,206,1989,718,30,143,542,655
public_ndb_wsi_0000,public_ndb_wsi_0000,p0325,p1709,0.0,0.9814026355743408,15.558012405147329,spatially_distinct,feature_not_similar,spatially_distinct,1477,206,1989,718,368,944,880,1456
public_ndb_wsi_0000,public_ndb_wsi_0000,p0325,p2861,0.0,0.9743244647979736,27.332470405914425,spatially_distinct,feature_not_similar,spatially_distinct,1477,206,1989,718,744,679,1256,1191
public_ndb_wsi_0000,public_ndb_wsi_0000,p0325,p3017,0.0,0.9818878173828124,15.542349867157744,spatially_distinct,feature_not_similar,spatially_distinct,1477,206,1989,718,392,696,904,1208
public_ndb_wsi_0000,public_ndb_wsi_0000,p0325,p3018,0.0,0.9789812564849854,15.857409104674938,spatially_distinct,feature_not_similar,spatially_distinct,1477,206,1989,718,186,851,698,1363
public_ndb_wsi_0000,public_ndb_wsi_0000,p0325,p3188,0.0,0.9853140115737916,18.907297177663786,spatially_distinct,feature_not_similar,spatially_distinct,1477,206,1989,718,1419,786,1931,1298
public_ndb_wsi_0000,public_ndb_wsi_0000,p0325,p3189,0.0476331301828354,0.9766218066215516,27.29619080988079,spatially_overlapping,feature_not_similar,spatially_overlapping,1477,206,1989,718,1023,307,1535,819
public_ndb_wsi_0000,public_ndb_wsi_0000,p0325,p3190,0.0,0.9754519462585448,21.141884020906364,spatially_distinct,feature_not_similar,spatially_distinct,1477,206,1989,718,687,933,1199,1445
public_ndb_wsi_0000,public_ndb_wsi_0000,p0325,p3191,0.0,0.9754101634025574,27.84383158900661,spatially_distinct,feature_not_similar,spatially_distinct,1477,206,1989,718,780,762,1292,1274
public_ndb_wsi_0000,public_ndb_wsi_0000,p0325,p3466,0.0138692285676714,0.9781451225280762,25.278167199339546,spatially_overlapping,feature_not_similar,spatially_overlapping,1477,206,1989,718,987,20,1499,532
public_ndb_wsi_0000,public_ndb_wsi_0000,p0325,p3467,0.0,0.976786732673645,19.08967216363302,spatially_distinct,feature_not_similar,spatially_distinct,1477,206,1989,718,476,930,988,1442
public_ndb_wsi_0000,public_ndb_wsi_0000,p0326,p1705,0.0930363464272758,0.995242476463318,6.86608361187256,spatially_overlapping,feature_not_similar,spatially_overlapping,964,562,1476,1074,873,156,1385,668
public_ndb_wsi_0000,public_ndb_wsi_0000,p0326,p1706,0.0,0.9957858324050904,18.01988599685123,spatially_distinct,feature_not_similar,spatially_distinct,964,562,1476,1074,16,238,528,750
public_ndb_wsi_0000,public_ndb_wsi_0000,p0326,p1707,0.2340253259897378,0.9948893785476683,6.692224587123261,spatially_overlapping,feature_not_similar,spatially_overlapping,964,562,1476,1074,823,318,1335,830
public_ndb_wsi_0000,public_ndb_wsi_0000,p0326,p1708,0.0,0.9957446455955504,19.034334301591983,spatially_distinct,feature_not_similar,spatially_distinct,964,562,1476,1074,30,143,542,655
public_ndb_wsi_0000,public_ndb_wsi_0000,p0326,p1709,0.0,0.9945271015167236,13.879163310211188,spatially_distinct,feature_not_similar,spatially_distinct,964,562,1476,1074,368,944,880,1456
public_ndb_wsi_0000,public_ndb_wsi_0000,p0326,p2861,0.2820407484570165,0.9955779314041138,2.2045542268091154,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,964,562,1476,1074,744,679,1256,1191
public_ndb_wsi_0000,public_ndb_wsi_0000,p0326,p3017,0.0,0.9953269958496094,14.219520022928776,spatially_distinct,feature_not_similar,spatially_distinct,964,562,1476,1074,392,696,904,1208
public_ndb_wsi_0000,public_ndb_wsi_0000,p0326,p3018,0.0,0.9941167831420898,13.979119203395532,spatially_distinct,feature_not_similar,spatially_distinct,964,562,1476,1074,186,851,698,1363
public_ndb_wsi_0000,public_ndb_wsi_0000,p0326,p3188,0.0323231050343393,0.9937624931335448,10.663384453843458,spatially_overlapping,feature_not_similar,spatially_overlapping,964,562,1476,1074,1419,786,1931,1298
public_ndb_wsi_0000,public_ndb_wsi_0000,p0326,p3189,0.2854386356336747,0.9952930212020874,2.448985779976565,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,964,562,1476,1074,1023,307,1535,819
public_ndb_wsi_0000,public_ndb_wsi_0000,p0326,p3190,0.0674637027565748,0.9947830438613892,8.280868388854374,spatially_overlapping,feature_not_similar,spatially_overlapping,964,562,1476,1074,687,933,1199,1445
public_ndb_wsi_0000,public_ndb_wsi_0000,p0326,p3191,0.2425299560139542,0.9956640005111694,1.895898596875181,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,964,562,1476,1074,780,762,1292,1274
public_ndb_wsi_0000,public_ndb_wsi_0000,p0326,p3466,0.0,0.9944864511489868,5.135497730036704,spatially_distinct,feature_not_similar,spatially_distinct,964,562,1476,1074,987,20,1499,532
public_ndb_wsi_0000,public_ndb_wsi_0000,p0326,p3467,0.0066355369869746,0.994327425956726,10.27825556089283,spatially_overlapping,feature_not_similar,spatially_overlapping,964,562,1476,1074,476,930,988,1442
public_ndb_wsi_0000,public_ndb_wsi_0000,p1705,p1706,0.0,0.9951483607292176,11.215223143423858,spatially_distinct,feature_not_similar,spatially_distinct,873,156,1385,668,16,238,528,750
public_ndb_wsi_0000,public_ndb_wsi_0000,p1705,p1707,0.4459607047116838,0.9952877759933472,0.88925586520149,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,873,156,1385,668,823,318,1335,830
public_ndb_wsi_0000,public_ndb_wsi_0000,p1705,p1708,0.0,0.9960249662399292,12.193953917594056,spatially_distinct,feature_not_similar,spatially_distinct,873,156,1385,668,30,143,542,655
public_ndb_wsi_0000,public_ndb_wsi_0000,p1705,p1709,0.0,0.9946444630622864,7.899729280340194,spatially_distinct,feature_not_similar,spatially_distinct,873,156,1385,668,368,944,880,1456
public_ndb_wsi_0000,public_ndb_wsi_0000,p1705,p2861,0.0,0.995370626449585,5.419001074819432,spatially_distinct,feature_similar,feature_similar_without_spatial_overlap,873,156,1385,668,744,679,1256,1191
public_ndb_wsi_0000,public_ndb_wsi_0000,p1705,p3017,0.0,0.9950432181358336,8.072146310735967,spatially_distinct,feature_not_similar,spatially_distinct,873,156,1385,668,392,696,904,1208
public_ndb_wsi_0000,public_ndb_wsi_0000,p1705,p3018,0.0,0.9948936700820924,7.587383402778758,spatially_distinct,feature_not_similar,spatially_distinct,873,156,1385,668,186,851,698,1363
public_ndb_wsi_0000,public_ndb_wsi_0000,p1705,p3188,0.0,0.9919008016586304,6.844792088310012,spatially_distinct,feature_not_similar,spatially_distinct,873,156,1385,668,1419,786,1931,1298
public_ndb_wsi_0000,public_ndb_wsi_0000,p1705,p3189,0.3320122152609462,0.9950661659240724,4.47247819753845,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,873,156,1385,668,1023,307,1535,819
public_ndb_wsi_0000,public_ndb_wsi_0000,p1705,p3190,0.0,0.9945549964904784,4.379696003565848,spatially_distinct,feature_not_similar,spatially_distinct,873,156,1385,668,687,933,1199,1445
public_ndb_wsi_0000,public_ndb_wsi_0000,p1705,p3191,0.0,0.9948734045028688,6.121578683221909,spatially_distinct,feature_not_similar,spatially_distinct,873,156,1385,668,780,762,1292,1274
public_ndb_wsi_0000,public_ndb_wsi_0000,p1705,p3466,0.3994448003416613,0.9938564300537108,2.1500423042851415,spatially_overlapping,feature_not_similar,spatially_overlapping,873,156,1385,668,987,20,1499,532
public_ndb_wsi_0000,public_ndb_wsi_0000,p1705,p3467,0.0,0.994787096977234,4.986004863354516,spatially_distinct,feature_not_similar,spatially_distinct,873,156,1385,668,476,930,988,1442
public_ndb_wsi_0000,public_ndb_wsi_0000,p1706,p1707,0.0,0.995897889137268,11.395573399611989,spatially_distinct,feature_not_similar,spatially_distinct,16,238,528,750,823,318,1335,830
public_ndb_wsi_0000,public_ndb_wsi_0000,p1706,p1708,0.655879882004409,0.9984800815582277,1.3991016459850751,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,16,238,528,750,30,143,542,655
public_ndb_wsi_0000,public_ndb_wsi_0000,p1706,p1709,0.0,0.9960932731628418,6.021499582949793,spatially_distinct,feature_not_similar,spatially_distinct,16,238,528,750,368,944,880,1456
public_ndb_wsi_0000,public_ndb_wsi_0000,p1706,p2861,0.0,0.9944928884506226,16.35625836599353,spatially_distinct,feature_not_similar,spatially_distinct,16,238,528,750,744,679,1256,1191
public_ndb_wsi_0000,public_ndb_wsi_0000,p1706,p3017,0.0142065678293973,0.9966691136360168,5.556681970113465,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,16,238,528,750,392,696,904,1208
public_ndb_wsi_0000,public_ndb_wsi_0000,p1706,p3018,0.0,0.9970555901527404,4.8506444781555125,spatially_distinct,feature_similar,feature_similar_without_spatial_overlap,16,238,528,750,186,851,698,1363
public_ndb_wsi_0000,public_ndb_wsi_0000,p1706,p3188,0.0,0.9954104423522948,10.760715280561708,spatially_distinct,feature_not_similar,spatially_distinct,16,238,528,750,1419,786,1931,1298
public_ndb_wsi_0000,public_ndb_wsi_0000,p1706,p3189,0.0,0.994860053062439,15.659807381327813,spatially_distinct,feature_not_similar,spatially_distinct,16,238,528,750,1023,307,1535,819
public_ndb_wsi_0000,public_ndb_wsi_0000,p1706,p3190,0.0,0.9948148727416992,11.270192295201776,spatially_distinct,feature_not_similar,spatially_distinct,16,238,528,750,687,933,1199,1445
public_ndb_wsi_0000,public_ndb_wsi_0000,p1706,p3191,0.0,0.9943779110908508,17.02743272469546,spatially_distinct,feature_not_similar,spatially_distinct,16,238,528,750,780,762,1292,1274
public_ndb_wsi_0000,public_ndb_wsi_0000,p1706,p3466,0.0,0.9945293664932252,13.1508455586505,spatially_distinct,feature_not_similar,spatially_distinct,16,238,528,750,987,20,1499,532
public_ndb_wsi_0000,public_ndb_wsi_0000,p1706,p3467,0.0,0.9958033561706544,9.043621429488123,spatially_distinct,feature_not_similar,spatially_distinct,16,238,528,750,476,930,988,1442
public_ndb_wsi_0000,public_ndb_wsi_0000,p1707,p1708,0.0,0.996119499206543,12.43918142103509,spatially_distinct,feature_not_similar,spatially_distinct,823,318,1335,830,30,143,542,655
public_ndb_wsi_0000,public_ndb_wsi_0000,p1707,p1709,0.0,0.9950079917907716,7.684125148703717,spatially_distinct,feature_not_similar,spatially_distinct,823,318,1335,830,368,944,880,1456
public_ndb_wsi_0000,public_ndb_wsi_0000,p1707,p2861,0.1424761116135147,0.9957401752471924,5.024854087271211,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,823,318,1335,830,744,679,1256,1191
public_ndb_wsi_0000,public_ndb_wsi_0000,p1707,p3017,0.0211400102057908,0.9959121346473694,7.851476612712208,spatially_overlapping,feature_not_similar,spatially_overlapping,823,318,1335,830,392,696,904,1208
public_ndb_wsi_0000,public_ndb_wsi_0000,p1707,p3018,0.0,0.995087742805481,7.53398341232671,spatially_distinct,feature_not_similar,spatially_distinct,823,318,1335,830,186,851,698,1363
public_ndb_wsi_0000,public_ndb_wsi_0000,p1707,p3188,0.0,0.9923603534698486,6.376469012595807,spatially_distinct,feature_not_similar,spatially_distinct,823,318,1335,830,1419,786,1931,1298
public_ndb_wsi_0000,public_ndb_wsi_0000,p1707,p3189,0.4247885731678153,0.99502432346344,4.411981022495623,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,823,318,1335,830,1023,307,1535,819
public_ndb_wsi_0000,public_ndb_wsi_0000,p1707,p3190,0.0,0.9937375783920288,3.6495643435078735,spatially_distinct,feature_not_similar,spatially_distinct,823,318,1335,830,687,933,1199,1445
public_ndb_wsi_0000,public_ndb_wsi_0000,p1707,p3191,0.0647690070593587,0.9950351715087892,5.723967690572595,spatially_overlapping,feature_similar,feature_similar_and_spatially_overlapping,823,318,1335,830,780,762,1292,1274
public_ndb_wsi_0000,public_ndb_wsi_0000,p1707,p3466,0.1655610293986874,0.9942805171012878,2.5346389037866364,spatially_overlapping,feature_not_similar,spatially_overlapping,823,318,1335,830,987,20,1499,532
